hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,diet_can_eat_spicy_1,diet_breakfast_late_1,diet_five_meals_day_1,diet_like_juice_pulp_1,diet_pepper_on_all_1,pers_cry_easily_1,pers_collect_rocks_1,pers_like_to_dance_1,pers_like_highfive_1,pers_read_books_1,phys_can_roll_tongue_1,phys_can_snap_toes_1,phys_can_wiggle_ears_1,phys_cold_hands_feet_1,phys_snore_sleep_1,attn_check_1,group_charact,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,physicalfeatures_DO,dietfeatures_DO,personalityfeatures_DO,heterogeneousfeatures_DO,InductionTask_DO
05f6a1b2ab26,2026-06-23 15:45:42,2026-06-23 16:02:59,IP Address,100,1036,True,2026-06-23 16:02:59,R_1Rt3u3LbTKHTMQx,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|horse|dog|pig,100,90,90,90,90,90,90,90,90,90,90,90,90,90,90,100,They are all similar and have the same physical characteristics and likes and dislikes.,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Doctoral (Ph.D., J.D., M.D.)",NA,"How people in groups are alike or different.
",physical,NA,FL_24,draw_circle_on_knees|have_freckles_o_feet|have_short_nails|have_tattoos|have_orange_earwax|have_flat_bellbutton|have_wide_feet|have_a_loud_voice|have_bony_elbows|have_stripes_in_hair|paint_their_toenails|wear tall socks|tan_easily|can_touch_their_toes|can_see_really_far,NA,NA,NA,phys_can_snap_toes|attn_check|phys_cold_hands_feet|diet_can_eat_spicy|pers_read_books|diet_breakfast_late|phys_can_wiggle_ears|pers_like_highfive|pers_collect_rocks|diet_like_juice_pulp|diet_pepper_on_all|phys_snore_sleep|diet_five_meals_day|phys_can_roll_tongue|pers_cry_easily|pers_like_to_dance
edcb8492ad27,2026-06-23 15:57:38,2026-06-23 16:04:20,IP Address,100,401,True,2026-06-23 16:04:21,R_65FrYMMDG59pnzR,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|dog|pig|cow,50,30,20,40,50,79,25,75,75,80,50,10,25,40,50,100,The are like normal humans,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,seeing that there really aren't drastic differences between different groups of people,diet,NA,FL_34,NA,like_to_eat_herbs|eat_nuts|eat_meat|eat_cheese|make_bread|eat_rice|lt_drink_maple_syrup|lt_drink_fizzy_water|rdont_like_soup|like_to_drink_tea|farm_potatoes|drink_milk|like_to_eat_sweets|rdont_like_ice_cream|like_to_eat_broccoli,NA,NA,phys_snore_sleep|phys_can_roll_tongue|phys_can_wiggle_ears|pers_like_to_dance|pers_read_books|pers_collect_rocks|attn_check|diet_breakfast_late|diet_can_eat_spicy|diet_pepper_on_all|pers_cry_easily|pers_like_highfive|phys_can_snap_toes|phys_cold_hands_feet|diet_five_meals_day|diet_like_juice_pulp
c3314bd6ea2f,2026-06-23 15:57:30,2026-06-23 16:04:35,IP Address,100,425,True,2026-06-23 16:04:36,R_3EFkq2zaHCDdc3V,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|dog|horse|bird,76,62,74,47,88,59,42,68,19,45,43,65,49,66,86,100,not sure,Listening to songs from a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,no thanks,A study about a fictional group of people,personality,NA,FL_80,NA,NA,can_do_cartwheels|are_forgetful|are_silly|are_curious|like_to_ride_bikes|are_friendly|tell_bad_jokes|take_care_of_others|live_w_thr_families|are_angry|give_good_gifts|are_smart|are_brave|are_thoughtful|teach_children,NA,phys_can_wiggle_ears|diet_can_eat_spicy|diet_like_juice_pulp|diet_five_meals_day|attn_check|pers_read_books|phys_can_snap_toes|phys_cold_hands_feet|pers_like_to_dance|diet_pepper_on_all|phys_snore_sleep|diet_breakfast_late|pers_like_highfive|pers_collect_rocks|pers_cry_easily|phys_can_roll_tongue
265cba21409c,2026-06-23 15:58:28,2026-06-23 16:04:53,IP Address,100,385,True,2026-06-23 16:04:54,R_3R8kl5MZwM9CuiR,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|pig|dog|horse,12,15,37,15,13,12,13,12,15,14,11,14,26,11,13,100,They have freckles on their feet.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,"Prefer to self-describe, please specify:",60,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,Recall maybe.,heterogeneous,NA,FL_14,NA,NA,NA,tan_easily|rdont_like_soup|have_orange_earwax|tell_bad_jokes|like_to_eat_herbs|like_to_eat_broccoli|make_bread|are_friendly|are_angry|like_to_ride_bikes|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,phys_can_wiggle_ears|diet_five_meals_day|phys_can_roll_tongue|phys_can_snap_toes|diet_pepper_on_all|pers_read_books|attn_check|diet_breakfast_late|pers_like_to_dance|pers_cry_easily|diet_can_eat_spicy|phys_snore_sleep|phys_cold_hands_feet|pers_collect_rocks|diet_like_juice_pulp|pers_like_highfive
9108ca1c3774,2026-06-23 15:53:08,2026-06-23 16:05:01,IP Address,100,712,True,2026-06-23 16:05:02,R_1orXt66d93Fvm13,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|dog|cow|bird,18,42,4,28,15,6,87,72,88,88,17,60,36,2,62,100,"Zarpies are outgoing, confident, enjoy sunny weather, participate in activities involving bodily movement, are curious, adventurous, prefer eating aromatic and savory foods.",Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,Defining attributes that determine a group based on internal perception of self identity.,heterogeneous,NA,FL_14,NA,NA,NA,make_bread|tan_easily|like_to_eat_herbs|are_friendly|are_angry|rdont_like_soup|have_orange_earwax|like_to_ride_bikes|tell_bad_jokes|like_to_eat_broccoli|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_collect_rocks|phys_can_snap_toes|diet_can_eat_spicy|pers_like_highfive|diet_like_juice_pulp|phys_cold_hands_feet|diet_pepper_on_all|pers_cry_easily|diet_breakfast_late|phys_can_wiggle_ears|phys_snore_sleep|diet_five_meals_day|pers_read_books|pers_like_to_dance|attn_check|phys_can_roll_tongue
edd806939050,2026-06-23 15:57:41,2026-06-23 16:06:13,IP Address,100,511,True,2026-06-23 16:06:13,R_5WMtxhNFuCFdui8,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|bird|pig|horse,53,76,26,75,24,73,84,72,80,92,83,13,77,83,52,100,I think they are highly intelligent and often very thoughtful of one another. They can be emotional and even get angry but they are good gift givers so you know they are not so bad.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",No issues,"I am wondering that myself. Seriously, you got me on this one. I am clueless but best of luck!!",personality,NA,FL_80,NA,NA,are_angry|are_friendly|are_smart|are_silly|are_thoughtful|live_w_thr_families|are_curious|tell_bad_jokes|give_good_gifts|like_to_ride_bikes|take_care_of_others|are_brave|teach_children|are_forgetful|can_do_cartwheels,NA,diet_five_meals_day|phys_can_snap_toes|pers_like_highfive|phys_can_roll_tongue|diet_like_juice_pulp|pers_cry_easily|phys_can_wiggle_ears|diet_can_eat_spicy|diet_breakfast_late|pers_read_books|pers_like_to_dance|phys_cold_hands_feet|attn_check|pers_collect_rocks|phys_snore_sleep|diet_pepper_on_all
71684efd187b,2026-06-23 15:58:40,2026-06-23 16:06:15,IP Address,100,454,True,2026-06-23 16:06:16,R_11EDEOOFT53KCGo,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|bird|horse|pig,50,14,25,35,24,35,38,95,50,50,63,43,61,23,25,100,It it difficult to characterize Zarpies.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American,Black or African American,Native American, American Indian, or Alaska Native",NA,Some college,NA,I am not certain,physical,NA,FL_24,have_bony_elbows|tan_easily|draw_circle_on_knees|wear tall socks|paint_their_toenails|have_freckles_o_feet|have_stripes_in_hair|have_flat_bellbutton|have_wide_feet|have_tattoos|have_short_nails|can_touch_their_toes|have_orange_earwax|can_see_really_far|have_a_loud_voice,NA,NA,NA,diet_pepper_on_all|pers_like_to_dance|phys_can_roll_tongue|diet_five_meals_day|pers_collect_rocks|attn_check|diet_can_eat_spicy|pers_cry_easily|phys_can_wiggle_ears|pers_read_books|phys_snore_sleep|pers_like_highfive|diet_breakfast_late|diet_like_juice_pulp|phys_can_snap_toes|phys_cold_hands_feet
33d3a6a74ab5,2026-06-23 15:57:07,2026-06-23 16:06:56,IP Address,100,588,True,2026-06-23 16:06:56,R_7n2a1ZlYH9JntUR,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|cow|bird|pig,100,90,100,100,100,100,100,97,100,100,100,100,100,100,100,100,community living,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,General perception of people formed when given certain information,diet,NA,FL_34,NA,eat_rice|rdont_like_ice_cream|farm_potatoes|like_to_eat_sweets|like_to_eat_broccoli|like_to_eat_herbs|eat_meat|lt_drink_maple_syrup|drink_milk|lt_drink_fizzy_water|like_to_drink_tea|eat_nuts|eat_cheese|rdont_like_soup|make_bread,NA,NA,diet_breakfast_late|phys_snore_sleep|phys_can_wiggle_ears|diet_can_eat_spicy|diet_five_meals_day|pers_like_highfive|pers_cry_easily|phys_cold_hands_feet|phys_can_roll_tongue|diet_like_juice_pulp|phys_can_snap_toes|attn_check|pers_read_books|pers_like_to_dance|diet_pepper_on_all|pers_collect_rocks
4ab476caf849,2026-06-23 16:00:53,2026-06-23 16:07:44,IP Address,100,410,True,2026-06-23 16:07:44,R_7fqgJpFq7kbzqGB,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|horse|dog|bird,50,50,50,50,50,50,50,50,50,50,51,50,50,50,50,100,their genes,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,idk,physical,NA,FL_24,draw_circle_on_knees|tan_easily|have_stripes_in_hair|have_tattoos|have_short_nails|have_a_loud_voice|paint_their_toenails|have_wide_feet|have_flat_bellbutton|have_bony_elbows|wear tall socks|can_touch_their_toes|have_freckles_o_feet|can_see_really_far|have_orange_earwax,NA,NA,NA,pers_like_to_dance|attn_check|phys_cold_hands_feet|diet_can_eat_spicy|diet_five_meals_day|diet_like_juice_pulp|diet_pepper_on_all|pers_like_highfive|phys_can_roll_tongue|pers_cry_easily|phys_can_wiggle_ears|pers_collect_rocks|pers_read_books|phys_snore_sleep|phys_can_snap_toes|diet_breakfast_late
acc6d1d8463e,2026-06-23 15:59:51,2026-06-23 16:08:44,IP Address,100,533,True,2026-06-23 16:08:45,R_7gHGoRvNfe8doYv,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|pig|horse|dog,68,53,74,69,70,33,25,94,67,76,37,0,53,8,73,100,"Zarpies have red hats yellow shirts, bue pants and red shoes",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,no clue,diet,NA,FL_34,NA,farm_potatoes|like_to_eat_broccoli|lt_drink_maple_syrup|make_bread|rdont_like_soup|eat_nuts|eat_meat|drink_milk|eat_rice|eat_cheese|lt_drink_fizzy_water|like_to_eat_sweets|like_to_drink_tea|rdont_like_ice_cream|like_to_eat_herbs,NA,NA,phys_cold_hands_feet|pers_read_books|phys_can_roll_tongue|pers_collect_rocks|phys_can_snap_toes|phys_snore_sleep|phys_can_wiggle_ears|diet_breakfast_late|diet_five_meals_day|diet_pepper_on_all|pers_like_highfive|pers_like_to_dance|attn_check|diet_like_juice_pulp|pers_cry_easily|diet_can_eat_spicy
343249a11404,2026-06-23 16:01:15,2026-06-23 16:09:41,IP Address,100,505,True,2026-06-23 16:09:41,R_32Rt60xZTfyYzqm,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|dog|cow|pig,57,60,33,10,25,24,30,93,100,67,74,2,36,49,46,100,They are very much like humans and enjoy the same things we do.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)","Your reader was slow, I read much faster than her and became annoyed when I felt I should wait for her to finish her question, which was the exact same for all.","I think you expect people to give answers as if the Zarpies are low-income. Asking if they eat 5 meals a day, if they like to read, etc...",personality,NA,FL_80,NA,NA,are_friendly|are_thoughtful|teach_children|live_w_thr_families|take_care_of_others|tell_bad_jokes|can_do_cartwheels|are_angry|are_brave|are_forgetful|are_silly|like_to_ride_bikes|are_smart|are_curious|give_good_gifts,NA,diet_like_juice_pulp|phys_can_wiggle_ears|attn_check|pers_collect_rocks|pers_read_books|diet_pepper_on_all|diet_can_eat_spicy|diet_five_meals_day|phys_can_snap_toes|pers_like_highfive|phys_cold_hands_feet|phys_snore_sleep|phys_can_roll_tongue|diet_breakfast_late|pers_cry_easily|pers_like_to_dance
2a2c18d232b6,2026-06-23 16:04:33,2026-06-23 16:10:21,IP Address,100,348,True,2026-06-23 16:10:22,R_1KotcEh3oD9O0Rr,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|horse|dog|cow,50,10,24,11,57,50,24,64,34,55,50,91,88,75,24,100,I Think it their genetic and capabilities physically.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,South or Southeast Asian,NA,"Bachelor's (B.A., B.S.)",none,interesting,physical,NA,FL_24,have_stripes_in_hair|have_bony_elbows|have_freckles_o_feet|have_wide_feet|have_flat_bellbutton|can_see_really_far|have_short_nails|can_touch_their_toes|have_orange_earwax|draw_circle_on_knees|have_tattoos|paint_their_toenails|have_a_loud_voice|wear tall socks|tan_easily,NA,NA,NA,diet_breakfast_late|phys_can_roll_tongue|diet_pepper_on_all|pers_like_highfive|phys_can_snap_toes|attn_check|diet_five_meals_day|diet_like_juice_pulp|pers_collect_rocks|pers_like_to_dance|phys_cold_hands_feet|phys_snore_sleep|diet_can_eat_spicy|phys_can_wiggle_ears|pers_read_books|pers_cry_easily
828afe79b0e3,2026-06-23 15:59:31,2026-06-23 16:11:12,IP Address,100,701,True,2026-06-23 16:11:12,R_3qb7kJ3nVD6u5u7,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|bird|dog|horse,79,12,5,87,76,15,6,71,70,39,1,1,5,2,19,100,"Zarpies like to eat healthy, be outdoors a lot and enjoy each others company.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"Some other racial/ethnic identity, please specify:","Mixed: White, Black, Middle Eastern",Some college,None,Lifestyle of people from foreign lands.,heterogeneous,NA,FL_14,NA,NA,NA,tan_easily|like_to_ride_bikes|are_friendly|make_bread|like_to_eat_broccoli|have_orange_earwax|rdont_like_soup|like_to_eat_herbs|are_angry|tell_bad_jokes|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,phys_can_wiggle_ears|pers_cry_easily|pers_read_books|diet_pepper_on_all|phys_can_roll_tongue|diet_five_meals_day|diet_can_eat_spicy|diet_like_juice_pulp|phys_snore_sleep|pers_collect_rocks|phys_can_snap_toes|diet_breakfast_late|pers_like_highfive|pers_like_to_dance|phys_cold_hands_feet|attn_check
0e441dc56a2c,2026-06-23 16:04:21,2026-06-23 16:11:50,IP Address,100,448,True,2026-06-23 16:11:50,R_1RqQDBhYkcgxzz8,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|cow|bird|horse,50,10,5,15,25,60,15,25,25,75,50,5,10,10,33,100,"All people have quirks. Categorizing them based on the characteristics seem wrong. Therefore, I am indifferent.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,Grouping people based on characteristics.,diet,NA,FL_34,NA,rdont_like_ice_cream|farm_potatoes|lt_drink_maple_syrup|like_to_eat_herbs|make_bread|like_to_eat_broccoli|lt_drink_fizzy_water|rdont_like_soup|like_to_eat_sweets|drink_milk|like_to_drink_tea|eat_meat|eat_nuts|eat_cheese|eat_rice,NA,NA,phys_can_snap_toes|diet_can_eat_spicy|pers_read_books|phys_can_roll_tongue|pers_cry_easily|pers_collect_rocks|diet_like_juice_pulp|phys_cold_hands_feet|attn_check|diet_breakfast_late|phys_snore_sleep|diet_pepper_on_all|phys_can_wiggle_ears|pers_like_to_dance|pers_like_highfive|diet_five_meals_day
3e1ac026be7c,2026-06-23 16:03:40,2026-06-23 16:14:48,IP Address,100,667,True,2026-06-23 16:14:48,R_6EPVijX13Gr491N,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|cow|bird|horse,35,56,90,70,32,92,75,100,50,100,85,11,100,20,50,100,I'm not sure,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American,Black or African American",NA,Some college,NA,Remembering traits about fictional people,personality,NA,FL_80,NA,NA,are_silly|give_good_gifts|like_to_ride_bikes|can_do_cartwheels|are_curious|are_angry|are_smart|live_w_thr_families|teach_children|tell_bad_jokes|take_care_of_others|are_friendly|are_thoughtful|are_brave|are_forgetful,NA,diet_like_juice_pulp|pers_like_to_dance|phys_cold_hands_feet|phys_snore_sleep|diet_pepper_on_all|diet_can_eat_spicy|diet_breakfast_late|phys_can_snap_toes|phys_can_roll_tongue|attn_check|phys_can_wiggle_ears|pers_cry_easily|pers_like_highfive|pers_collect_rocks|diet_five_meals_day|pers_read_books
