hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,specificcondition_DO,genericcondition_DO,inductiontask_DO
c2d14fa1d224,2026-04-20 15:01:54,2026-04-20 15:07:27,IP Address,100,333,True,2026-04-20 15:07:28,R_1gjvNRjTkFrxEVZ,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|pig|dog|cow,25,25,25,10,50,25,60,25,15,10,95,20,50,10,10,75,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",no issues,How I view societies I know nothing about?,baseline,NA,FL_24,NA,NA,clap|potatoes|attn_check|pond|garbage|cats|window|maple_syrup|song|sad|cave|yellow|banjo|opera|look_left|dance|lion
315e45382169,2026-04-20 14:59:18,2026-04-20 15:07:41,IP Address,100,502,True,2026-04-20 15:07:41,R_6gUk3lbTW3PI1l7,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|bird|horse|dog,25,22,28,21,25,53,50,23,25,90,74,96,54,50,74,75,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American,South or Southeast Asian",NA,"Bachelor's (B.A., B.S.)",No issues,social perception,generic,NA,FL_15,NA,babies_blankets|hop_puddles|chase_shadows|flap_arms_happy|like_sing|can_flip_air|stripes_hair|bounce_ball_head|eat_flowers|sleep_trees|freckles_feet|climb_fences|scared_ladybugs|dont_like_mud|dont_like_icecream|draw_stars_knees,banjo|look_left|sad|window|pond|maple_syrup|opera|song|potatoes|garbage|cats|attn_check|lion|dance|clap|cave|yellow
68c70bc18813,2026-04-20 15:00:00,2026-04-20 15:07:44,IP Address,100,463,True,2026-04-20 15:07:44,R_3ljV6KtoThSdFuh,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|cow|pig|horse,100,0,100,50,100,51,50,50,100,0,0,50,50,0,50,0,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,Black or African American,NA,High school/GED,no,answering some questions about some fictional characters,baseline,NA,FL_24,NA,NA,look_left|banjo|attn_check|cats|lion|sad|garbage|dance|yellow|potatoes|cave|song|opera|window|maple_syrup|clap|pond
52187353eae2,2026-04-20 15:01:54,2026-04-20 15:07:47,IP Address,100,353,True,2026-04-20 15:07:48,R_3iWra3lzSXosGPL,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|bird|horse|cow,97,10,95,100,50,72,24,50,0,24,62,100,40,84,71,75,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American,Native American, American Indian, or Alaska Native,East Asian",NA,High school/GED,NA,Perception of groups,specific,NA,FL_14,dont_like_mud|can_flip_air|chase_shadows|babies_blankets|like_sing|stripes_hair|sleep_trees|climb_fences|flap_arms_happy|dont_like_icecream|freckles_feet|scared_ladybugs|draw_stars_knees|eat_flowers|hop_puddles|bounce_ball_head,NA,opera|cats|yellow|maple_syrup|dance|sad|look_left|lion|window|clap|pond|attn_check|garbage|banjo|song|cave|potatoes
f2f9560fd849,2026-04-20 14:50:44,2026-04-20 15:07:53,IP Address,100,1029,True,2026-04-20 15:07:54,R_50wanWIWpEOg73D,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|pig|cow|dog,96,45,84,70,42,73,62,48,36,46,69,45,72,24,70,84,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,Hispanic or Latino/a,NA,Some college,NA,to see if we stereotype of have pre-conceive notions about a group,specific,NA,FL_14,flap_arms_happy|can_flip_air|eat_flowers|stripes_hair|scared_ladybugs|sleep_trees|hop_puddles|babies_blankets|bounce_ball_head|dont_like_icecream|dont_like_mud|like_sing|freckles_feet|climb_fences|draw_stars_knees|chase_shadows,NA,lion|dance|pond|opera|banjo|maple_syrup|window|potatoes|yellow|look_left|garbage|attn_check|sad|song|clap|cave|cats
c98559aa6261,2026-04-20 15:01:01,2026-04-20 15:07:59,IP Address,100,417,True,2026-04-20 15:07:59,R_6Vryo88mnJhFIzK,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|dog|bird|cow,50,5,50,51,77,25,51,25,24,75,51,100,51,12,77,10,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,fictional people,generic,NA,FL_15,NA,hop_puddles|like_sing|sleep_trees|babies_blankets|climb_fences|eat_flowers|dont_like_mud|stripes_hair|freckles_feet|chase_shadows|draw_stars_knees|bounce_ball_head|scared_ladybugs|dont_like_icecream|can_flip_air|flap_arms_happy,yellow|lion|song|pond|window|clap|attn_check|maple_syrup|banjo|garbage|dance|opera|cave|look_left|cats|sad|potatoes
e40dddf2ae27,2026-04-20 14:55:14,2026-04-20 15:08:10,IP Address,100,776,True,2026-04-20 15:08:11,R_51gc2ZkznuQqfzT,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|pig|horse|cow,30,5,60,51,21,11,80,67,3,75,90,76,15,25,73,52,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,Black or African American,NA,High school/GED,NA,Decision making process especially when provided with limited information.,generic,NA,FL_15,NA,stripes_hair|flap_arms_happy|can_flip_air|dont_like_icecream|draw_stars_knees|freckles_feet|sleep_trees|hop_puddles|climb_fences|eat_flowers|dont_like_mud|bounce_ball_head|like_sing|scared_ladybugs|babies_blankets|chase_shadows,attn_check|window|garbage|opera|sad|potatoes|song|lion|clap|cats|dance|look_left|banjo|yellow|maple_syrup|cave|pond
d9db1acce3aa,2026-04-20 15:02:08,2026-04-20 15:08:16,IP Address,100,368,True,2026-04-20 15:08:16,R_1ezBficJkE3ItCD,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|cow|dog|horse,40,20,10,20,40,20,90,20,10,40,70,50,15,20,60,36,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,South or Southeast Asian,NA,"Master's (M.A., M.S.)",NA,assumptions about people,baseline,NA,FL_24,NA,NA,pond|sad|garbage|lion|cave|attn_check|dance|cats|window|potatoes|song|look_left|yellow|opera|banjo|clap|maple_syrup
89b4f2916373,2026-04-20 14:38:49,2026-04-20 15:08:26,IP Address,100,1777,True,2026-04-20 15:08:26,R_7D1Y4HJ0tzinaSD,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|pig|cow|horse,63,68,45,57,65,77,70,63,46,70,48,51,57,37,62,53,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,How people judge entire groups based on group members.,generic,NA,FL_15,NA,draw_stars_knees|babies_blankets|stripes_hair|scared_ladybugs|climb_fences|chase_shadows|freckles_feet|dont_like_icecream|like_sing|can_flip_air|sleep_trees|dont_like_mud|flap_arms_happy|bounce_ball_head|hop_puddles|eat_flowers,clap|sad|look_left|lion|maple_syrup|cave|opera|attn_check|pond|window|yellow|cats|banjo|dance|song|potatoes|garbage
242c2ba7d5db,2026-04-20 14:59:24,2026-04-20 15:08:28,IP Address,100,543,True,2026-04-20 15:08:28,R_5C86Cqspbr6R6Dm,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|cow|pig|dog,83,77,92,78,55,79,89,93,89,82,88,100,79,84,96,87,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,Hispanic or Latino/a,NA,"Bachelor's (B.A., B.S.)",I didn't,assumptions on zarpies,generic,NA,FL_15,NA,freckles_feet|chase_shadows|scared_ladybugs|like_sing|hop_puddles|can_flip_air|sleep_trees|dont_like_icecream|dont_like_mud|babies_blankets|eat_flowers|stripes_hair|climb_fences|flap_arms_happy|bounce_ball_head|draw_stars_knees,sad|window|lion|banjo|maple_syrup|garbage|song|pond|yellow|clap|look_left|opera|dance|potatoes|cats|attn_check|cave
49e7d4cdd20b,2026-04-20 15:02:42,2026-04-20 15:08:28,IP Address,100,346,True,2026-04-20 15:08:29,R_1HZlZL1Jy6cASZB,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|cow|bird|pig,92,40,50,70,80,90,50,60,35,30,90,50,50,85,80,85,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,Black or African American,NA,"Master's (M.A., M.S.)",NA,Influence of where you live,baseline,NA,FL_24,NA,NA,sad|maple_syrup|pond|cave|dance|yellow|look_left|attn_check|banjo|garbage|potatoes|clap|window|lion|cats|song|opera
e355082d73db,2026-04-20 14:57:54,2026-04-20 15:08:47,IP Address,100,653,True,2026-04-20 15:08:47,R_1PMj6wV4rNdGq3U,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|cow|horse|dog,14,46,77,38,58,32,69,62,24,66,59,50,31,80,15,24,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,MEMORY,generic,NA,FL_15,NA,stripes_hair|bounce_ball_head|scared_ladybugs|draw_stars_knees|hop_puddles|dont_like_mud|chase_shadows|babies_blankets|dont_like_icecream|climb_fences|can_flip_air|freckles_feet|like_sing|sleep_trees|eat_flowers|flap_arms_happy,clap|look_left|lion|song|maple_syrup|potatoes|opera|sad|attn_check|garbage|window|cave|pond|cats|dance|yellow|banjo
3e21d4f81b96,2026-04-20 15:00:37,2026-04-20 15:08:47,IP Address,100,490,True,2026-04-20 15:08:48,R_3mDXLr18PgMwWZz,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|cow|horse|bird,10,1,49,39,91,35,14,63,24,7,90,66,4,97,9,82,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,reminds me of a Dr. Seuse book,generic,NA,FL_15,NA,stripes_hair|dont_like_icecream|climb_fences|hop_puddles|like_sing|dont_like_mud|sleep_trees|eat_flowers|can_flip_air|chase_shadows|freckles_feet|scared_ladybugs|flap_arms_happy|bounce_ball_head|babies_blankets|draw_stars_knees,maple_syrup|cave|look_left|garbage|dance|clap|attn_check|window|lion|banjo|song|yellow|opera|potatoes|cats|sad|pond
6a380ce1bf5c,2026-04-20 14:55:42,2026-04-20 15:08:54,IP Address,100,792,True,2026-04-20 15:08:55,R_7EvdR1rdwBDnz2I,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|pig|dog|horse,24,54,49,59,52,33,29,51,48,45,52,97,76,21,25,79,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,Black or African American,NA,Some college,no,it was differnet i like the name they gave the characters and the differnt personalities,generic,NA,FL_15,NA,freckles_feet|dont_like_icecream|scared_ladybugs|climb_fences|like_sing|flap_arms_happy|stripes_hair|bounce_ball_head|babies_blankets|sleep_trees|draw_stars_knees|dont_like_mud|chase_shadows|hop_puddles|eat_flowers|can_flip_air,potatoes|cave|clap|garbage|pond|attn_check|sad|dance|maple_syrup|opera|banjo|yellow|song|window|cats|look_left|lion
c3ed97bd2e44,2026-04-20 14:56:44,2026-04-20 15:09:01,IP Address,100,736,True,2026-04-20 15:09:01,R_5eLbFGS0Ne70ovI,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|pig|cow|bird,90,75,60,25,35,99,100,97,75,50,99,35,32,97,95,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,Zarpies and community,baseline,NA,FL_24,NA,NA,clap|attn_check|opera|dance|yellow|banjo|cave|garbage|song|pond|potatoes|lion|maple_syrup|look_left|window|cats|sad
f3dceed39c43,2026-04-20 15:00:43,2026-04-20 15:09:25,IP Address,100,521,True,2026-04-20 15:09:25,R_5zjJV5gt7Z9uxIB,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|cow|dog|horse,23,13,79,35,78,34,21,36,51,21,26,23,23,25,79,17,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,Black or African American,NA,Some college,no problem,it was nice,specific,NA,FL_14,stripes_hair|dont_like_mud|flap_arms_happy|climb_fences|like_sing|babies_blankets|draw_stars_knees|sleep_trees|eat_flowers|chase_shadows|hop_puddles|dont_like_icecream|can_flip_air|scared_ladybugs|bounce_ball_head|freckles_feet,NA,look_left|attn_check|potatoes|pond|window|clap|song|maple_syrup|banjo|opera|garbage|sad|cats|lion|yellow|dance|cave
6e7e16884ec9,2026-04-20 15:02:52,2026-04-20 15:09:28,IP Address,100,396,True,2026-04-20 15:09:30,R_1QQUQBVwlZBojmd,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|pig|cow|horse,24,7,27,21,4,9,48,6,3,22,86,50,26,2,24,23,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,zarpies = americans,baseline,NA,FL_24,NA,NA,song|sad|yellow|clap|dance|cave|potatoes|look_left|maple_syrup|attn_check|banjo|lion|garbage|window|cats|opera|pond
43e68c8967ae,2026-04-20 15:02:56,2026-04-20 15:09:36,IP Address,100,399,True,2026-04-20 15:09:36,R_11dEINhtZeBzYpq,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|horse|bird|dog,5,5,10,5,5,10,5,5,0,5,5,10,5,5,5,0,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,East Asian,NA,"Doctoral (Ph.D., J.D., M.D.)",NA,I thought it was interesting.,specific,NA,FL_14,hop_puddles|dont_like_mud|chase_shadows|babies_blankets|eat_flowers|like_sing|climb_fences|can_flip_air|draw_stars_knees|sleep_trees|bounce_ball_head|scared_ladybugs|stripes_hair|flap_arms_happy|freckles_feet|dont_like_icecream,NA,clap|song|pond|yellow|attn_check|look_left|sad|dance|potatoes|opera|cats|cave|maple_syrup|banjo|garbage|window|lion
4efcd2dd7dff,2026-04-20 15:01:49,2026-04-20 15:09:46,IP Address,100,477,True,2026-04-20 15:09:47,R_18SpoEZ998JfKg3,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|pig|dog|horse,6,1,3,7,12,2,1,4,1,3,25,22,10,1,6,2,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",no,I'm not sure,specific,NA,FL_14,dont_like_mud|dont_like_icecream|freckles_feet|babies_blankets|sleep_trees|hop_puddles|climb_fences|stripes_hair|eat_flowers|bounce_ball_head|chase_shadows|flap_arms_happy|scared_ladybugs|can_flip_air|draw_stars_knees|like_sing,NA,maple_syrup|potatoes|opera|dance|cats|song|look_left|banjo|attn_check|clap|yellow|pond|sad|lion|garbage|cave|window
65653146323c,2026-04-20 14:58:58,2026-04-20 15:09:48,IP Address,100,649,True,2026-04-20 15:09:48,R_1egF2IHeD7tMoUf,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|bird|cow|horse,30,40,40,15,5,90,85,60,30,65,40,90,70,20,100,60,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",None,I honestly am not sure what this study is about .....   Maybe the subject of stereotyping ?,generic,NA,FL_15,NA,hop_puddles|eat_flowers|stripes_hair|climb_fences|babies_blankets|sleep_trees|like_sing|freckles_feet|draw_stars_knees|dont_like_mud|scared_ladybugs|can_flip_air|flap_arms_happy|bounce_ball_head|dont_like_icecream|chase_shadows,cave|song|cats|pond|dance|yellow|look_left|attn_check|garbage|sad|maple_syrup|banjo|window|lion|clap|potatoes|opera
2e8700ae94f8,2026-04-20 15:04:13,2026-04-20 15:09:51,IP Address,100,338,True,2026-04-20 15:09:52,R_7Bz4EgfZUJ0VukF,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|horse|pig|bird,100,33,75,1,50,2,80,52,20,12,40,33,20,40,65,15,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",n/a,a study about stereotypes of unfamiliar groups,baseline,NA,FL_24,NA,NA,cave|look_left|potatoes|opera|lion|song|yellow|attn_check|cats|clap|maple_syrup|sad|dance|banjo|garbage|window|pond
